puuid,user,tag,hs_percent,body_percent,leg_percent,s_damage_per_round,s_kd_ratio,s_hs_percent,s_win_percent,s_kast_percent,s_dd_round,s_acs,s_kad_ratio,s_kills_per_round,deaths_per_game,kills_per_game,assists_per_game,first_bloods_per_game,flawless_rounds_per_game,aces_per_game,smurf_label
003f1ca7-ce96-5bf1-b042-c0da89a3d653,alex g,aji,46.3,51.9,1.9,224.9,1.44,46.3,0.0,95.2,81.0,362.8,1.67,1.2,15.37329069767442,15.56213953488372,5.044116279069767,2.01281015037594,0.7458750000000001,0.0202020408163265,most likely smurf
4afa2ab1-5529-50d9-ad04-8d44dc1d55cb,moxy,goty,23.7,71.3,5.0,137.0,1.02,26.0,49.2,69.9,-3.0,209.6,1.3,0.7,14.972235294117649,15.216627450980392,4.315450980392157,2.373176470588235,0.7203137254901961,0.0064313725490196,normal player
d3aab4bc-545b-5ad4-82dc-e25f7d553298,smokeybear6969,7711,18.0,73.0,9.0,130.2,0.91,17.1,52.6,67.6,-29.0,202.1,1.26,0.7,15.448814814814815,14.046148148148148,5.493777777777778,2.292320987654321,0.6948395061728395,0.0389629629629629,normal player
93c877c0-5a06-5314-a80e-9475e623a4a2,SmashCrash,5959,15.4,78.2,6.4,136.6,0.83,14.5,53.6,71.9,-20.0,208.4,1.27,0.7,17.485189189189192,14.500972972972974,7.663351351351352,1.7094054054054055,0.8112432432432434,0.0144864864864864,normal player
8bebf40c-5c2e-5ebb-9242-37bccab2a7c8,SambarDaddy,2681,38.5,58.5,2.9,150.4,0.98,38.5,40.0,61.9,6.0,234.4,1.17,0.8,17.4,17.0,3.4,3.4,0.2,0.0,normal player
5d4266f6-b453-5a74-aa9f-b540cd41b4d1,Fishel Price,42069,10.4,78.4,11.2,139.8,0.89,10.4,50.0,66.0,-6.0,197.5,1.23,0.7,17.5,15.5,6.0,4.5,0.0,0.0,normal player
f799f915-7d6f-54da-99f3-bb74855a07a7,LFT rdawg,hello,24.5,69.5,6.0,127.7,0.89,24.5,66.7,67.1,-14.0,188.6,1.18,0.7,15.090875,13.423375,4.335500000000001,1.50075,0.667,0.0,normal player
4e76fd54-f9be-57fe-acbf-ced900cf6771,Deal,Green,15.1,78.2,6.7,132.8,0.94,20.5,50.7,70.0,-6.0,203.1,1.27,0.7,15.540958333333336,14.632583333333336,5.133375000000001,1.9435000000000004,0.7464166666666668,0.0070416666666666,normal player
16aa44aa-310d-5ace-a8cf-47fb8bcc427c,hyuga,momoi,21.0,71.2,7.7,119.2,0.78,21.2,46.2,65.7,-29.0,185.7,1.13,0.6,15.785000000000002,12.3585,5.4670000000000005,1.8865000000000005,0.4235,0.0,normal player
51dd48a0-c52d-5265-9939-f5296cce8fb0,noobgamer69,iron3,35.8,60.4,3.7,170.5,1.15,35.8,46.7,69.5,25.0,260.2,1.39,0.9,14.610428571428573,16.745285714285714,3.535857142857143,3.402428571428572,0.6671428571428571,0.0,most likely smurf
1b4b9ae8-0713-5851-a494-004da22399df,JMBoy,rice,21.2,71.8,7.0,127.7,0.91,20.9,43.5,68.4,-17.0,198.9,1.22,0.7,16.02975,14.55075,4.991625,1.8541875,0.6470625,0.0163124999999999,normal player
d0ff9037-cd3a-5e83-9b73-1a69d2b28e54,Wilson,9904,17.4,78.0,4.7,126.5,0.88,16.0,30.8,70.8,-12.0,193.5,1.33,0.7,15.477,13.654666666666666,6.955666666666666,0.8213333333333332,0.7443333333333333,0.0,normal player
38153fbd-d1a0-5bd3-8b09-ee307275e045,Akuma,7989,32.7,63.8,3.4,119.9,0.8,29.8,54.8,66.8,-21.0,175.3,1.13,0.6,16.82682352941176,13.506588235294116,5.447764705882353,1.8051764705882352,0.7736470588235294,0.032235294117647,normal player
e0fefec1-62da-538e-bdd0-43168083447e,TiredHope,Vex,20.5,74.5,5.1,132.8,0.89,19.4,42.2,67.0,-13.0,197.0,1.15,0.7,15.791684210526316,14.059263157894735,4.1089473684210525,1.3770526315789473,0.4886315789473684,0.0666315789473684,normal player
52587dd0-c398-5ad9-a0df-abbbebcb588c,TTV Mister PK14,999,30.0,65.6,4.0,153.0,1.01,26.4,49.8,68.2,5.0,234.0,1.29,0.8,16.747555555555554,16.965199999999996,4.6148,3.290488888888889,0.7340888888888888,0.0331999999999999,suspicious
e12116d3-eb92-52ea-8550-c43b7477f039,cappa,leesa,34.9,60.0,5.1,153.0,1.04,31.5,52.6,71.0,4.0,235.5,1.36,0.8,16.49219469026549,17.129911504424783,5.260000000000001,2.839469026548673,0.688920353982301,0.0512035398230088,suspicious
b3e09705-5bff-57a0-84cb-2cc1dbad6c28,Tsiao,3508,21.5,72.8,5.7,131.4,1.01,22.7,51.4,73.3,1.0,200.5,1.52,0.7,15.220111111111107,15.419999999999998,7.709999999999999,1.4848888888888887,0.6567777777777777,0.0285555555555555,normal player
8cd5cb9d-c8ce-5374-9b80-ca3882bf496f,DatDudeee,NA1,24.9,69.9,5.2,160.6,1.14,24.5,50.0,71.6,19.0,245.0,1.49,0.9,15.76923076923077,17.974358974358974,5.5256410256410255,2.6666666666666665,0.8717948717948718,0.0512820512820512,most likely smurf
4c6a4d6e-109c-5c23-b8d1-2245fea8aabb,Syns,808,25.3,71.4,3.3,143.1,0.95,26.7,43.3,69.9,2.0,209.5,1.2,0.7,16.653846153846153,15.854461538461535,4.130153846153846,2.398153846153846,0.5995384615384615,0.0,normal player
1ee7667c-c360-57da-a497-f5a55f758abb,AYH,92PK,26.9,69.2,3.8,141.2,1.01,27.1,53.2,70.8,-5.0,218.5,1.27,0.8,15.816,15.968,4.04,2.284,0.696,0.024,suspicious
e8147119-305e-59e3-861d-af2d5bfa9949,sung jinwoo,RXJG,26.7,69.7,3.5,116.5,0.86,27.2,27.3,61.9,-25.0,177.6,1.14,0.6,15.6065,13.4225,4.4135,2.0475,0.5915,0.0,normal player
abb7c1ce-9af9-582c-ae71-8ce56ebeaa3f,kristine derp,9462,9.5,77.2,13.4,113.5,0.82,9.5,42.9,73.7,-13.0,167.7,1.31,0.6,14.729,12.012,7.292999999999999,1.001,0.715,0.0,normal player
88339ef2-e4fe-57cc-8eed-73798a2c22e0,dlwlrma,ayem,24.4,67.2,8.4,129.7,0.93,24.9,48.2,68.5,-9.0,191.4,1.19,0.7,15.606575757575758,14.511121212121212,4.031272727272728,1.446,0.7887272727272727,0.0292121212121212,normal player
27fbf383-ab1d-5f4e-b5fc-cff47dd6c991,SlowStrokeKing,DDG,16.5,75.7,7.8,136.8,0.85,18.6,49.5,68.1,-18.0,209.7,1.17,0.7,17.101764705882353,14.490882352941176,5.522647058823529,2.4847058823529413,0.6114705882352941,0.0,normal player
238bc9f4-abbb-51a8-89d9-6cb5d69a4f27,Killua,999J,30.0,66.3,3.7,159.5,1.2,30.6,53.7,70.2,15.0,244.2,1.41,0.9,15.43875,18.55090909090909,3.197590909090909,2.843659090909091,0.9763636363636364,0.0122045454545454,suspicious
75d04237-7d25-5e8d-bead-bfe37143478a,Swannybird,2242,17.9,73.3,8.8,140.0,0.99,18.6,57.3,72.7,-4.0,216.9,1.41,0.7,15.65755813953488,15.56427906976744,6.582837209302324,1.94553488372093,0.8528372093023254,0.0,normal player
eb8bba2d-f031-5035-afab-2edfdd256d92,Igris,KSH,20.3,73.9,5.8,123.6,0.9,20.9,46.9,70.7,-18.0,192.2,1.32,0.7,15.52313114754098,14.046934426229504,6.381475409836065,1.5607704918032783,0.7227213114754097,0.0153770491803278,normal player
cc087e74-75c7-5397-9507-cdc1af8b4874,MarshmallowSamy,spoky,26.1,68.7,5.2,117.9,0.72,26.1,53.3,62.9,-38.0,179.2,0.97,0.6,16.65625,11.925875,4.264,1.599,0.599625,0.0,normal player
5d199cc4-36e8-5184-bad5-5c172cfa7f54,Mochiii,egirl,27.0,68.4,4.6,151.0,1.07,28.4,58.6,71.8,6.0,229.3,1.46,0.8,15.773533834586466,16.826571428571427,6.141984962406015,2.374842105263158,0.8415488721804512,0.0616842105263157,suspicious
d65067f7-c304-56f0-b544-4cb01e1abb76,vandy,1209,8.4,77.2,14.4,91.8,0.53,8.6,40.9,63.5,-47.0,132.5,0.86,0.4,16.587222222222223,8.725333333333333,5.544222222222222,0.9543333333333334,0.7725555555555556,0.0,normal player
f9dafe17-d1bf-5e04-9826-5d81442241fc,slimezeyslimezey,S2S2,32.4,64.0,3.6,152.6,0.98,31.9,60.4,72.8,-5.0,235.2,1.29,0.8,17.2895,16.968625,5.39825,2.869,0.698375,0.03775,suspicious
b588e930-7792-511d-9c69-becc5b92f2af,Ziproo YG,GGG,18.9,75.7,5.4,148.3,1.05,21.2,42.7,71.8,6.0,225.6,1.41,0.8,15.8966,16.653000000000002,5.795000000000001,2.684,0.6466000000000001,0.0244,suspicious
0062c810-8fd6-5c0f-87d2-201d21084607,UFA69,6969,32.4,64.1,3.5,172.3,1.21,32.4,53.8,73.0,27.0,266.5,1.41,1.0,16.98542857142857,20.52085714285714,3.381714285714285,3.228,0.6917142857142856,0.0,most likely smurf
d51b88a7-b72e-585a-88e8-c9d1048acb9c,bird1,1234,24.6,70.7,4.7,160.3,1.07,28.5,49.0,70.9,15.0,232.8,1.35,0.8,15.4180198019802,16.524158415841587,4.220792079207921,2.5421782178217827,0.7713861386138615,0.0533663366336633,suspicious
7e0585b4-7b9a-51a5-a233-3dd66cac9a7b,A5tr0,NFF,24.2,71.3,4.5,144.4,1.02,27.5,54.5,73.7,5.0,214.8,1.34,0.8,15.763655172413792,16.143275862068965,4.905,1.676344827586207,0.8005862068965517,0.0112758620689655,suspicious
6adb4910-84ca-5b0f-adbd-1eddc1d999ff,texture,KRI,27.6,66.5,5.9,174.5,1.3,30.2,58.2,73.0,34.0,269.8,1.6,1.0,15.265282442748092,19.91683969465649,4.4782900763358775,3.149908396946565,0.7374961832061069,0.0399847328244274,most likely smurf
d18c80e5-3808-5122-bb23-06aa070a1eef,IRS,777,24.4,69.5,6.0,108.8,0.78,26.8,42.0,66.5,-26.0,159.5,1.05,0.6,14.665,11.375,4.071666666666667,0.6766666666666667,0.7116666666666667,0.0,normal player
16cfab47-ebcd-5ba2-a57a-f4861e2ac684,paralvzed,5954,22.4,72.8,4.9,131.8,1.0,21.0,52.6,73.5,-2.0,201.0,1.46,0.7,13.645058823529412,13.676,6.239803921568628,1.5367450980392157,0.783843137254902,0.010313725490196,normal player
915f0668-c5de-5561-a7bc-b0d6e2cddcdb,Thunderhorse110,4670,15.1,74.5,10.4,109.1,0.64,13.3,40.8,63.6,-37.0,158.2,0.94,0.5,16.993199999999998,10.7916,5.1408,1.7135999999999998,0.6324,0.0203999999999999,normal player
e17abc24-a74f-5d80-8926-65405ed3df04,Deepwoken,Vent,22.1,73.2,4.7,155.4,1.06,22.1,45.5,72.1,12.0,234.5,1.35,0.8,15.561,16.471,4.55,2.73,0.819,0.0,suspicious
39680f32-dbf5-5647-9b6b-7bae30611280,TempZ,jello,23.4,70.8,5.8,140.1,0.97,25.6,54.0,70.9,-4.0,207.1,1.29,0.7,16.08,15.56,5.26,2.16,0.56,0.02,normal player
d59e8e86-f1a5-5bfe-b0ca-784954449f64,diegos sugarbaby,51042,13.4,75.7,10.9,104.9,0.65,14.1,50.0,65.5,-41.0,157.5,1.06,0.5,16.663793103448278,10.78448275862069,6.818965517241379,1.4655172413793105,0.7155172413793104,0.0,normal player
e2a175cf-afe2-5851-9ebc-581768c759e8,nugeminion,8888,28.0,67.3,4.7,179.5,1.3,28.4,58.0,72.8,34.0,276.9,1.64,1.0,15.017538461538464,19.57723076923077,4.979076923076923,2.775076923076923,0.820923076923077,0.0892307692307692,most likely smurf
7ce9010e-8442-5845-aeb3-7ded205918e0,R3born,FAKE,17.1,75.0,7.9,179.0,1.29,17.1,50.0,78.7,46.0,267.7,1.66,0.9,14.9,19.2,5.55,3.1,0.85,0.0,most likely smurf
f4151d30-6845-5cd1-82df-997b8ecc899e,Brownbag9639,9789,14.2,75.4,10.4,126.9,0.99,15.6,49.5,72.1,-1.0,196.7,1.38,0.7,14.23125,14.128125,5.506875,1.4953125,0.763125,0.0103125,normal player
a3945972-3f76-574a-800a-416ebe60bc3c,meotras,0,16.8,72.4,10.8,108.8,0.75,18.0,39.5,68.4,-28.0,162.6,1.18,0.5,14.55328125,10.89953125,6.319999999999999,0.9134375,0.62953125,0.0123437499999999,normal player
963e249f-8f93-5fc5-b167-ea668e614b5f,MCDONALDS CEO,Will,24.4,69.4,6.2,153.3,1.06,23.1,61.3,75.5,5.0,239.1,1.51,0.8,16.873631578947368,17.906052631578945,7.54957894736842,1.613157894736842,0.806578947368421,0.0645263157894736,suspicious
2561cc8a-8424-5ecc-8634-8afd288f53e5,xona,호랑이,22.4,72.0,5.6,124.7,0.84,26.3,47.7,70.6,-19.0,184.4,1.22,0.6,16.04874193548387,13.47909677419355,6.100983870967743,1.369451612903226,0.8770645161290324,0.0076935483870967,normal player
c640b75c-fb8a-52b0-b02d-2675c66977cc,C9 UBER GOONER,XITER,30.0,65.5,4.6,153.9,1.14,29.3,59.9,76.3,21.0,230.7,1.6,0.8,15.086901098901096,17.17352747252747,6.951032967032966,1.7048461538461537,0.8425494505494504,0.0394945054945054,suspicious
5b4b0f65-a0f8-5068-9f07-ae7b1231a750,mew,613,17.7,74.9,7.4,133.4,0.98,18.0,49.1,72.8,-7.0,204.7,1.28,0.7,14.402666666666669,14.09351851851852,4.328074074074074,1.4366296296296297,0.6728518518518519,0.0181851851851851,normal player
01ee3597-8012-5c7a-8ae6-00ce58584334,june,zzzz,25.8,70.1,4.1,190.4,1.41,25.8,78.6,73.9,54.0,284.2,1.72,1.0,16.363090909090907,23.07981818181818,5.001818181818181,3.501272727272727,1.1432727272727272,0.1429090909090909,most likely smurf
196071a6-f568-577b-a44a-e16ff1085439,งˉｪˉง,bagel,26.7,68.0,5.3,139.5,0.99,28.3,38.8,70.6,2.0,206.2,1.3,0.7,15.56476923076923,15.475230769230768,4.835076923076922,1.6713846153846152,0.7312307692307692,0.0298461538461538,normal player
6b125d2c-b21a-59bb-9b0a-a95e02c96093,wec1euyw907qtegc,AHAHH,27.0,64.5,8.5,115.0,0.8,25.5,44.4,67.5,-27.0,167.0,1.08,0.6,15.54,12.3654,4.3512,1.0434,0.888,0.0222,normal player
34e62047-8a01-5838-b95b-fc6ff528d82f,Aloe,Daddy,31.8,62.0,6.2,149.4,1.09,31.2,58.1,68.4,9.0,229.2,1.32,0.8,15.26868,16.70956,3.47438,2.70746,0.70882,0.03486,suspicious
9a4cddb1-7a13-5c2a-be0b-6d76e4fb6b78,palms,9999,25.3,69.5,5.1,149.1,1.03,25.9,50.4,71.9,7.0,222.0,1.36,0.8,15.6744,16.220399999999998,5.04,2.1504,0.8735999999999999,0.0504,suspicious
5c0d7166-2178-55df-a16d-8750316663ad,Kip,cuh,26.9,65.9,7.1,148.6,1.03,25.0,49.4,70.7,11.0,219.9,1.38,0.8,14.949380952380952,15.419857142857142,5.269333333333333,2.128904761904762,0.8586190476190476,0.0117619047619047,normal player
c34dba95-a31f-563b-8eda-e41755d1082a,L1rk,123,11.3,77.3,11.5,125.4,0.92,11.3,63.2,66.8,-16.0,190.8,1.21,0.7,15.852666666666668,14.641333333333336,4.529333333333334,1.264,0.8426666666666668,0.0,normal player
049a025a-78db-5ab2-ac88-941742bd6b57,pANcada,0820,23.9,70.2,5.9,105.7,0.78,23.8,53.5,70.1,-24.0,153.4,1.15,0.5,14.700869565217392,11.42108695652174,5.466304347826087,0.953695652173913,0.8141304347826087,0.0,normal player
3778548b-10f2-5e98-b410-4c16c125b1d3,Neferpitou,19982,34.2,60.5,5.3,147.0,1.04,35.4,51.5,68.7,2.0,226.4,1.31,0.8,16.11431952662722,16.79692307692308,4.284556213017751,3.065621301775148,0.7679289940828402,0.0365680473372781,suspicious
49f6db28-6460-5c1b-9894-303ba7e4be96,coolguy2016,cool,14.7,77.7,7.7,153.7,1.1,14.7,57.1,72.1,16.0,236.2,1.52,0.8,14.70325,16.13075,6.281,1.85575,0.99925,0.0,suspicious
d94257b1-3878-51d9-b3be-15f5a85533b9,OkSteeL,420,10.6,74.6,14.8,132.0,0.97,13.0,48.6,70.2,-5.0,203.0,1.28,0.7,15.524228571428573,15.052114285714287,4.790571428571429,1.4302285714285716,0.6942857142857144,0.0,normal player
af832173-4c2d-569d-b80f-e32be0c61007,man,7497,23.6,72.7,3.7,136.9,1.12,23.1,51.7,66.9,14.0,203.5,1.44,0.7,13.373066666666668,15.027466666666667,4.170466666666667,2.309266666666667,0.8272,0.0,suspicious
a9ce9312-5f6b-500b-bffc-00b31ff0c8ce,Kk1z,0203,25.3,70.0,4.7,142.2,0.99,25.3,77.8,72.6,5.0,214.7,1.3,0.7,14.893142857142855,14.670857142857145,4.668,1.667142857142857,0.3334285714285714,0.0,normal player
ae5cc25c-e28a-5e03-ba80-a27b13589d9d,betray,lies,22.0,70.3,7.8,129.5,1.05,20.2,56.0,74.9,1.0,199.7,1.5,0.7,14.026666666666667,14.72,6.293333333333333,1.0133333333333334,0.6,0.0,normal player
79609c68-886e-573e-87c5-5dc6edbbab79,Rainny,storm,29.9,65.9,4.2,132.9,0.92,29.6,43.6,70.9,-7.0,199.3,1.32,0.7,16.004833333333334,14.733166666666667,6.394666666666667,1.635,0.7266666666666667,0.0363333333333333,normal player
db7c6810-3941-5588-99c2-d8a9d5dee4c1,Middle,NA01,39.3,56.7,3.9,132.7,0.97,38.6,53.0,67.5,-9.0,203.9,1.18,0.7,15.602190476190476,15.16304761904762,3.18504761904762,2.6600952380952383,0.6915238095238095,0.0201904761904761,normal player
aa7cbd9d-2192-5286-a25e-b8f8f8d258cc,logunj,0414,29.1,64.3,6.7,138.9,1.0,25.9,50.6,73.3,6.0,206.4,1.44,0.7,14.8235,14.858,6.4285,1.4835,0.897,0.0115,normal player
b0e7eb99-65b6-5e23-97ee-cf219f030cd2,Automat0n,H0RNY,22.0,68.0,9.9,122.5,0.99,22.0,64.0,71.8,-2.0,183.6,1.42,0.7,13.96,13.8,5.96,1.2,1.0,0.0,normal player
a358eb56-37e2-50a5-83d1-19fa1e4fdf67,MzKz,NA1,14.0,74.9,11.0,143.2,0.98,16.7,49.6,67.9,-3.0,217.7,1.32,0.7,15.76516923076923,15.482830769230768,5.333907692307692,2.6249846153846152,0.7401846153846153,0.0228923076923076,normal player
ccc41a17-3e23-5125-bb8d-32f88fddb218,Man,pug,28.1,66.7,5.2,143.8,1.04,28.0,51.0,70.5,9.0,213.4,1.35,0.7,14.905,15.435,4.745,1.995,0.8,0.015,normal player
cc57b4d5-ad71-5384-8e68-b4bfb4575a1e,Tysonballer,pegE,32.4,62.5,5.1,140.7,1.04,31.5,54.2,66.9,-1.0,213.3,1.29,0.8,15.134307692307694,15.718000000000002,3.794000000000001,2.876769230769231,0.5836923076923077,0.0416923076923076,normal player
8d234b47-2dbe-5171-9e1f-d298e32b8a8e,Peparony Pitsa,Tasty,28.5,68.6,2.9,142.1,0.96,28.5,41.2,62.0,-3.0,217.0,1.16,0.8,16.18571428571429,15.479428571428574,3.354857142857143,2.8251428571428576,0.7651428571428572,0.0588571428571428,normal player
57d338d4-e524-53b8-bf41-398f97551696,cat,bleh,29.2,67.5,3.3,130.1,0.81,29.0,58.3,76.3,-25.0,191.1,1.23,0.6,17.49,14.11692857142857,7.370785714285714,1.0827142857142855,0.4997142857142856,0.0,normal player
83e068a0-a77f-56f4-9b34-aa85b732df12,Cqbem,SIGMA,19.0,71.7,9.3,112.1,0.83,18.8,52.6,67.0,-18.0,172.0,1.17,0.6,14.0968,11.694733333333332,4.804133333333333,1.315,0.5610666666666666,0.0,normal player
c0d73a9d-bb5e-5a67-a6d7-374e274e22c0,Mc13reezy,8482,12.9,75.1,11.9,143.3,1.05,14.2,44.4,73.8,4.0,220.2,1.52,0.8,14.45775,15.207,6.7155,1.19325,0.63825,0.02775,normal player
e4449238-b982-57b2-96f9-95a3c4a54278,Matcha Mochi,MXP,22.6,69.9,7.5,126.6,0.87,21.9,45.7,70.2,-11.0,189.1,1.33,0.6,15.37858139534884,13.423046511627907,7.088813953488373,1.5197906976744189,0.8396046511627907,0.0212558139534883,normal player
5043dbc5-10f0-5479-aa7c-cac7cbf7ffe2,leomessi,2397,30.9,64.4,4.7,161.3,1.17,26.2,58.5,73.9,26.0,243.6,1.55,0.8,15.194605263157897,17.796315789473685,5.742236842105264,2.7864473684210527,0.8313157894736842,0.0307894736842105,most likely smurf
ed718ba4-f25b-5be6-9624-5004258fdd81,Jisoo,2579,21.4,72.0,6.6,115.4,0.84,20.7,44.0,68.1,-19.0,172.6,1.23,0.6,14.2,11.96,5.52,1.56,1.0,0.0,normal player
316925b7-adcc-5fd4-a353-e5193f5b2074,Mellow,Rainz,32.9,62.6,4.6,137.5,1.04,31.6,53.5,68.1,1.0,211.7,1.37,0.8,14.863695652173911,15.468478260869563,4.8847826086956525,2.070217391304348,1.07,0.0232608695652173,suspicious
a9368b81-c379-56ad-96b0-d9d5e5031d6b,kimmothy,faded,40.9,54.7,4.4,163.5,1.12,35.1,52.3,68.5,11.0,248.8,1.37,0.9,16.315326086956517,18.293630434782607,4.070304347826086,3.308543478260869,0.6821739130434782,0.0341086956521739,most likely smurf
7c888435-2563-58ab-84c3-7a52f8c016a3,shen,3191,41.3,55.2,3.5,151.1,1.12,41.3,62.5,71.6,12.0,231.2,1.41,0.8,16.25,18.25,4.6875,2.6875,0.5625,0.0625,most likely smurf
fa490635-9f32-5497-a550-59320262e3b2,TREMBORAGE,6553,22.0,71.9,6.1,117.6,0.82,21.7,48.8,64.8,-18.0,175.7,1.1,0.6,14.988571428571428,12.246476190476187,4.182857142857142,1.3013333333333332,0.9527619047619048,0.0,normal player
65bb6396-0bc5-5936-b95d-67542a67348e,marblewoman,1inNA,27.8,67.2,5.0,163.3,1.1,27.4,47.9,70.8,14.0,245.4,1.32,0.9,16.567152173913044,18.149934782608696,3.727869565217391,3.4050652173913045,0.6976739130434783,0.0520652173913043,most likely smurf
de98603b-6c02-579d-a3a6-36363037d335,droy,5555,25.3,68.3,6.4,141.6,0.96,23.2,50.4,71.4,-0.0,213.9,1.29,0.7,15.90206896551724,15.25903448275862,5.318068965517241,1.7726896551724136,0.6604137931034482,0.0173793103448275,normal player
5c37eaf9-ed76-5f49-965f-985f665dabc7,001,major,47.2,48.6,4.2,240.6,1.88,50.3,57.9,78.1,88.0,368.8,2.08,1.3,13.931090909090909,26.12518181818181,2.824818181818181,4.491636363636363,0.9123636363636364,0.2105454545454545,most likely smurf
36e3e0a7-6070-54fa-8877-d0901b863472,snoopy,997,20.5,74.0,5.5,141.6,1.06,22.2,51.5,73.8,5.0,215.9,1.48,0.8,14.696159420289854,15.59927536231884,6.120289855072463,1.4927536231884058,0.7613043478260869,0.022391304347826,normal player
8a79d1eb-2fce-5ab0-8e09-08f6dd4a003d,lex,nav,24.7,70.5,4.9,131.4,0.91,24.0,49.7,68.0,-9.0,195.1,1.13,0.7,14.847875000000002,13.481125,3.2650138888888893,2.126055555555556,0.7662083333333334,0.0138055555555555,normal player
a2e68f42-7b38-5a13-852f-c93260a4e12a,ALTR1UM,Vlad,29.5,66.6,3.9,144.3,1.17,28.4,52.9,73.0,18.0,217.2,1.47,0.8,14.26907894736842,16.63565789473684,4.37121052631579,2.2134473684210527,0.7517368421052631,0.0139210526315789,suspicious
